Date,Description,Card Member,Account #,Amount
08/31/2025,CHIPOTLE 1123,J RIVERA,-31009,17.69
08/31/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,14.36
08/31/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,51.65
08/31/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.65
08/31/2025,PEETS COFFEE #117,J RIVERA,-31009,5.28
08/31/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,37.97
08/31/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,61.93
08/31/2025,TICKETMASTER,J RIVERA,-31009,39.49
09/03/2025,NETFLIX.COM,J RIVERA,-31009,15.49
09/03/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,62.20
09/03/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
09/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
09/05/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.14
09/05/2025,PEETS COFFEE #117,J RIVERA,-31009,5.39
09/05/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
09/06/2025,SQ *NOODLE BAR,J RIVERA,-31009,33.08
09/06/2025,TRADER JOE'S #552,J RIVERA,-31009,51.27
09/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
09/07/2025,SHAKE SHACK #221,J RIVERA,-31009,35.91
09/07/2025,SHELL OIL 57442,J RIVERA,-31009,48.23
09/08/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.97
09/09/2025,CHIPOTLE 1123,J RIVERA,-31009,36.66
09/09/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
09/10/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.73
09/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
09/11/2025,PEETS COFFEE #117,J RIVERA,-31009,5.91
09/11/2025,PEETS COFFEE #117,J RIVERA,-31009,5.95
09/11/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.07
09/12/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.47
09/12/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.71
09/13/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.80
09/13/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,27.11
09/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
09/14/2025,SAFEWAY #1781,J RIVERA,-31009,55.24
09/15/2025,CHIPOTLE 1123,J RIVERA,-31009,16.16
09/15/2025,PEETS COFFEE #117,J RIVERA,-31009,7.66
09/15/2025,SHELL OIL 57442,J RIVERA,-31009,46.31
09/16/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,41.03
09/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,25.00
09/17/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.98
09/18/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,34.31
09/18/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.65
09/18/2025,TRADER JOE'S #552,J RIVERA,-31009,60.94
09/19/2025,COSTCO WHSE #0421,J RIVERA,-31009,58.36
09/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
09/20/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.91
09/22/2025,UBER EATS ORDER,J RIVERA,-31009,24.05
09/22/2025,WALGREENS #3321,J RIVERA,-31009,18.08
09/24/2025,SQ *NOODLE BAR,J RIVERA,-31009,35.94
09/24/2025,TICKETMASTER,J RIVERA,-31009,22.81
09/25/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,59.01
09/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2289.09
09/26/2025,SWEETGREEN MISSION,J RIVERA,-31009,39.10
09/26/2025,COSTCO WHSE #0421,J RIVERA,-31009,87.29
09/26/2025,SHELL OIL 57442,J RIVERA,-31009,42.77
09/27/2025,SWEETGREEN MISSION,J RIVERA,-31009,32.87
09/28/2025,SHAKE SHACK #221,J RIVERA,-31009,32.31
09/28/2025,SHAKE SHACK #221,J RIVERA,-31009,23.33
09/28/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.57
09/28/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,17.24
09/28/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
09/29/2025,SHAKE SHACK #221,J RIVERA,-31009,25.26
09/29/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.85
09/29/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,39.93
09/30/2025,SWEETGREEN MISSION,J RIVERA,-31009,40.91
09/30/2025,SAFEWAY #1781,J RIVERA,-31009,48.27
09/30/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,38.54
10/01/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,23.10
10/01/2025,PEETS COFFEE #117,J RIVERA,-31009,5.79
10/02/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.15
10/03/2025,NETFLIX.COM,J RIVERA,-31009,17.99
10/03/2025,TRADER JOE'S #552,J RIVERA,-31009,53.14
10/03/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,4.85
10/04/2025,CHIPOTLE 1123,J RIVERA,-31009,34.54
10/04/2025,PEETS COFFEE #117,J RIVERA,-31009,7.73
10/04/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.89
10/04/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,108.36
10/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
10/05/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,129.67
10/06/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,28.90
10/06/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.66
10/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
10/07/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,28.59
10/07/2025,SQ *NOODLE BAR,J RIVERA,-31009,41.12
10/07/2025,UBER EATS ORDER,J RIVERA,-31009,30.13
10/07/2025,PEETS COFFEE #117,J RIVERA,-31009,6.40
10/08/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,63.09
10/10/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,49.41
10/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
10/11/2025,SWEETGREEN MISSION,J RIVERA,-31009,16.09
10/11/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,31.88
10/11/2025,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
10/12/2025,CHIPOTLE 1123,J RIVERA,-31009,38.80
10/12/2025,SHAKE SHACK #221,J RIVERA,-31009,29.70
10/12/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,42.92
10/12/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,131.88
10/13/2025,PEETS COFFEE #117,J RIVERA,-31009,5.11
10/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
10/14/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,43.24
10/14/2025,SHAKE SHACK #221,J RIVERA,-31009,33.50
10/14/2025,COSTCO WHSE #0421,J RIVERA,-31009,33.11
10/15/2025,UBER EATS ORDER,J RIVERA,-31009,25.06
10/15/2025,UBER EATS ORDER,J RIVERA,-31009,41.16
10/15/2025,SHELL OIL 57442,J RIVERA,-31009,53.17
10/15/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,33.40
10/16/2025,PEETS COFFEE #117,J RIVERA,-31009,5.01
10/16/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.41
10/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,25.00
10/17/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,11.95
10/17/2025,CHIPOTLE 1123,J RIVERA,-31009,26.83
10/17/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.55
10/17/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,50.05
10/17/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,154.17
10/17/2025,AMC THEATRES 4410,J RIVERA,-31009,47.55
10/18/2025,SQ *NOODLE BAR,J RIVERA,-31009,20.51
10/18/2025,SWEETGREEN MISSION,J RIVERA,-31009,31.78
10/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
10/20/2025,TRADER JOE'S #552,J RIVERA,-31009,27.07
10/21/2025,COSTCO WHSE #0421,J RIVERA,-31009,37.32
10/23/2025,SHELL OIL 57442,J RIVERA,-31009,44.63
10/24/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.11
10/25/2025,SHAKE SHACK #221,J RIVERA,-31009,25.46
10/25/2025,SHAKE SHACK #221,J RIVERA,-31009,28.60
10/25/2025,PEETS COFFEE #117,J RIVERA,-31009,7.14
10/25/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,30.26
10/25/2025,WALGREENS #3321,J RIVERA,-31009,39.20
10/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1619.73
10/26/2025,PEETS COFFEE #117,J RIVERA,-31009,7.49
10/27/2025,CHIPOTLE 1123,J RIVERA,-31009,32.99
10/28/2025,SHAKE SHACK #221,J RIVERA,-31009,30.54
10/28/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.42
10/29/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,32.28
10/29/2025,TARGET 00012345,J RIVERA,-31009,70.69
10/31/2025,SHAKE SHACK #221,J RIVERA,-31009,35.00
10/31/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.44
10/31/2025,SHELL OIL 57442,J RIVERA,-31009,59.92
11/01/2025,CHIPOTLE 1123,J RIVERA,-31009,15.15
11/01/2025,CHIPOTLE 1123,J RIVERA,-31009,32.98
11/01/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,77.91
11/02/2025,SQ *NOODLE BAR,J RIVERA,-31009,22.15
11/02/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.92
11/02/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,11.89
11/03/2025,NETFLIX.COM,J RIVERA,-31009,17.99
11/03/2025,PEETS COFFEE #117,J RIVERA,-31009,6.84
11/03/2025,PEETS COFFEE #117,J RIVERA,-31009,4.79
11/03/2025,SHELL OIL 57442,J RIVERA,-31009,47.78
11/04/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.95
11/04/2025,STEAMGAMES.COM 4259522,J RIVERA,-31009,72.24
11/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
11/05/2025,PEETS COFFEE #117,J RIVERA,-31009,5.06
11/05/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,46.05
11/05/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,36.81
11/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
11/08/2025,AMAZON PRIME*MEMBERSHIP,J RIVERA,-31009,139.00
11/08/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.94
11/08/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,62.38
11/09/2025,SHAKE SHACK #221,J RIVERA,-31009,18.83
11/09/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.33
11/10/2025,CHIPOTLE 1123,J RIVERA,-31009,40.61
11/10/2025,SHAKE SHACK #221,J RIVERA,-31009,21.26
11/10/2025,SHAKE SHACK #221,J RIVERA,-31009,31.27
11/10/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.84
11/10/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.66
11/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
11/11/2025,SQ *NOODLE BAR,J RIVERA,-31009,22.52
11/11/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,19.65
11/12/2025,PEETS COFFEE #117,J RIVERA,-31009,7.84
11/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
11/14/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,25.04
11/14/2025,UBER EATS ORDER,J RIVERA,-31009,23.94
11/15/2025,UBER EATS ORDER,J RIVERA,-31009,41.02
11/15/2025,SQ *NOODLE BAR,J RIVERA,-31009,44.48
11/15/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,40.64
11/15/2025,UBER EATS ORDER,J RIVERA,-31009,36.17
11/15/2025,PEETS COFFEE #117,J RIVERA,-31009,7.75
11/16/2025,UBER EATS ORDER,J RIVERA,-31009,27.12
11/16/2025,SWEETGREEN MISSION,J RIVERA,-31009,31.27
11/16/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,52.10
11/16/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.73
11/16/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,33.07
11/16/2025,SHELL OIL 57442,J RIVERA,-31009,56.69
11/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,25.00
11/17/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,21.42
11/17/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.08
11/17/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.36
11/17/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,76.41
11/18/2025,CHIPOTLE 1123,J RIVERA,-31009,23.27
11/18/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.15
11/18/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,35.10
11/19/2025,PEETS COFFEE #117,J RIVERA,-31009,6.06
11/19/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,23.09
11/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
11/20/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.60
11/20/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.66
11/21/2025,PEETS COFFEE #117,J RIVERA,-31009,4.45
11/22/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.73
11/22/2025,PEETS COFFEE #117,J RIVERA,-31009,5.31
11/22/2025,SHELL OIL 57442,J RIVERA,-31009,39.15
11/22/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,197.25
11/23/2025,UBER EATS ORDER,J RIVERA,-31009,23.26
11/23/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,61.78
11/23/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,58.83
11/24/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,50.62
11/25/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.70
11/25/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,45.29
11/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2295.86
11/26/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.13
11/27/2025,PEETS COFFEE #117,J RIVERA,-31009,6.52
11/28/2025,SHAKE SHACK #221,J RIVERA,-31009,33.05
11/28/2025,SHAKE SHACK #221,J RIVERA,-31009,23.36
11/28/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.32
11/28/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,18.50
11/29/2025,SQ *NOODLE BAR,J RIVERA,-31009,22.85
11/29/2025,SQ *NOODLE BAR,J RIVERA,-31009,38.10
11/29/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,585.16
11/29/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,52.97
11/30/2025,CHIPOTLE 1123,J RIVERA,-31009,30.15
11/30/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.67
11/30/2025,TRADER JOE'S #552,J RIVERA,-31009,40.11
11/30/2025,SHELL OIL 57442,J RIVERA,-31009,59.30
11/30/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,21.04
11/30/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,52.02
11/30/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,50.16
11/30/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,26.29
12/01/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.43
12/01/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.14
12/01/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,45.05
12/02/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.88
12/02/2025,SAFEWAY #1781,J RIVERA,-31009,51.04
12/03/2025,NETFLIX.COM,J RIVERA,-31009,17.99
12/03/2025,STARBUCKS STORE 08812,J RIVERA,-31009,6.19
12/03/2025,SAFEWAY #1781,J RIVERA,-31009,45.40
12/03/2025,SHELL OIL 57442,J RIVERA,-31009,47.87
12/05/2025,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
12/05/2025,COSTCO WHSE #0421,J RIVERA,-31009,48.55
12/05/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,19.67
12/06/2025,SQ *NOODLE BAR,J RIVERA,-31009,30.76
12/06/2025,PEETS COFFEE #117,J RIVERA,-31009,6.31
12/07/2025,SPOTIFY USA,J RIVERA,-31009,11.99
12/07/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,75.56
12/07/2025,SHELL OIL 57442,J RIVERA,-31009,44.09
12/08/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.27
12/09/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,25.62
12/09/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,64.67
12/10/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,19.74
12/10/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.35
12/10/2025,WHOLE FOODS MKT 10234,J RIVERA,-31009,66.82
12/10/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,34.14
12/11/2025,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
12/12/2025,PEETS COFFEE #117,J RIVERA,-31009,5.29
12/12/2025,TRADER JOE'S #552,J RIVERA,-31009,88.08
12/13/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.61
12/13/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.13
12/13/2025,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,18.03
12/14/2025,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
12/14/2025,DOORDASH*THAI GARDEN,J RIVERA,-31009,23.98
12/14/2025,COSTCO WHSE #0421,J RIVERA,-31009,45.50
12/14/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,124.50
12/14/2025,TARGET 00012345,J RIVERA,-31009,60.22
12/16/2025,PEETS COFFEE #117,J RIVERA,-31009,7.80
12/16/2025,SHELL OIL 57442,J RIVERA,-31009,61.61
12/16/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,17.21
12/16/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,33.11
12/16/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,53.31
12/17/2025,NYTIMES DIGITAL,J RIVERA,-31009,25.00
12/17/2025,TARGET 00012345,J RIVERA,-31009,36.40
12/17/2025,AMAZON.COM*RT5GH1,J RIVERA,-31009,125.34
12/18/2025,SHAKE SHACK #221,J RIVERA,-31009,23.44
12/18/2025,TARGET 00012345,J RIVERA,-31009,51.06
12/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.01
12/19/2025,STARBUCKS STORE 08812,J RIVERA,-31009,7.24
12/19/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.77
12/19/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,16.53
12/19/2025,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,28.08
12/19/2025,DELTA AIR LINES 0062,J RIVERA,-31009,486.20
12/20/2025,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
12/20/2025,UBER EATS ORDER,J RIVERA,-31009,31.02
12/20/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.65
12/20/2025,PEETS COFFEE #117,J RIVERA,-31009,5.54
12/21/2025,SHAKE SHACK #221,J RIVERA,-31009,11.64
12/21/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.05
12/21/2025,HOTEL CASA DEL MAR LISBOA,J RIVERA,-31009,612.00
12/21/2025,FOREIGN TRANSACTION FEE,J RIVERA,-31009,18.36
12/23/2025,COSTCO WHSE #0421,J RIVERA,-31009,38.84
12/23/2025,TST* TABERNA LISBOA,J RIVERA,-31009,88.40
12/23/2025,FOREIGN TRANSACTION FEE,J RIVERA,-31009,2.65
12/24/2025,ETSY.COM - HANDMADE,J RIVERA,-31009,72.10
12/25/2025,UBER EATS ORDER,J RIVERA,-31009,19.23
12/25/2025,SHAKE SHACK #221,J RIVERA,-31009,25.44
12/25/2025,SHAKE SHACK #221,J RIVERA,-31009,22.12
12/25/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.24
12/25/2025,STARBUCKS STORE 08812,J RIVERA,-31009,5.55
12/25/2025,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-3193.89
12/26/2025,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.37
12/26/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.88
12/26/2025,SHELL OIL 57442,J RIVERA,-31009,39.28
12/27/2025,SQ *NOODLE BAR,J RIVERA,-31009,36.23
12/27/2025,SHELL OIL 57442,J RIVERA,-31009,52.45
12/28/2025,SQ *NOODLE BAR,J RIVERA,-31009,20.45
12/28/2025,SHAKE SHACK #221,J RIVERA,-31009,24.83
12/28/2025,PEETS COFFEE #117,J RIVERA,-31009,7.84
12/29/2025,SWEETGREEN MISSION,J RIVERA,-31009,31.13
12/30/2025,TST* THE HOLLOW DINER,J RIVERA,-31009,29.06
12/30/2025,PEETS COFFEE #117,J RIVERA,-31009,7.52
12/30/2025,STARBUCKS STORE 08812,J RIVERA,-31009,4.99
12/30/2025,COSTCO WHSE #0421,J RIVERA,-31009,53.52
01/01/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,32.69
01/02/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.17
01/02/2026,SHELL OIL 57442,J RIVERA,-31009,57.39
01/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
01/03/2026,SWEETGREEN MISSION,J RIVERA,-31009,34.35
01/03/2026,PEETS COFFEE #117,J RIVERA,-31009,4.43
01/03/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,17.57
01/03/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,19.92
01/03/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,81.07
01/04/2026,UBER EATS ORDER,J RIVERA,-31009,30.35
01/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
01/05/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,57.44
01/06/2026,COSTCO WHSE #0421,J RIVERA,-31009,54.66
01/06/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,60.23
01/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
01/07/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.44
01/07/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.59
01/08/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.62
01/10/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.68
01/10/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.27
01/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
01/11/2026,SQ *NOODLE BAR,J RIVERA,-31009,49.40
01/11/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.83
01/11/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.53
01/11/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,29.49
01/12/2026,CHIPOTLE 1123,J RIVERA,-31009,52.60
01/12/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,24.07
01/12/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,59.28
01/13/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.13
01/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
01/14/2026,UBER EATS ORDER,J RIVERA,-31009,21.20
01/15/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,17.77
01/15/2026,SHAKE SHACK #221,J RIVERA,-31009,39.98
01/15/2026,WALGREENS #3321,J RIVERA,-31009,21.80
01/16/2026,SQ *NOODLE BAR,J RIVERA,-31009,29.16
01/16/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,53.34
01/16/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.07
01/16/2026,PEETS COFFEE #117,J RIVERA,-31009,6.12
01/16/2026,SHELL OIL 57442,J RIVERA,-31009,56.55
01/16/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,39.43
01/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
01/17/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,28.46
01/17/2026,SHAKE SHACK #221,J RIVERA,-31009,30.71
01/17/2026,PEETS COFFEE #117,J RIVERA,-31009,5.78
01/17/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,44.16
01/17/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,19.48
01/17/2026,TARGET 00012345,J RIVERA,-31009,30.28
01/17/2026,TICKETMASTER,J RIVERA,-31009,67.58
01/18/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,26.80
01/18/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.40
01/19/2026,PEETS COFFEE #117,J RIVERA,-31009,5.55
01/19/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,22.68
01/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
01/20/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.47
01/20/2026,SAFEWAY #1781,J RIVERA,-31009,72.21
01/20/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,24.39
01/21/2026,SHAKE SHACK #221,J RIVERA,-31009,45.19
01/21/2026,PEETS COFFEE #117,J RIVERA,-31009,6.43
01/21/2026,PEETS COFFEE #117,J RIVERA,-31009,6.44
01/21/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,68.35
01/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,23.00
01/23/2026,SWEETGREEN MISSION,J RIVERA,-31009,35.69
01/23/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,37.37
01/23/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,31.15
01/24/2026,CHIPOTLE 1123,J RIVERA,-31009,24.79
01/24/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.50
01/24/2026,SHELL OIL 57442,J RIVERA,-31009,58.53
01/24/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,28.85
01/25/2026,PEETS COFFEE #117,J RIVERA,-31009,4.75
01/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2845.67
01/26/2026,SQ *NOODLE BAR,J RIVERA,-31009,42.30
01/26/2026,SHELL OIL 57442,J RIVERA,-31009,57.04
01/28/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,27.80
01/28/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.40
01/29/2026,SQ *NOODLE BAR,J RIVERA,-31009,27.87
01/29/2026,SHELL OIL 57442,J RIVERA,-31009,56.80
